Time [s],Distance [m],APPS1 [%],APPS2 [%],Brake_Front,Brake_Rear,motor_temp,igbt_temp,301_flags1,301_flags2,Map,305_flags1,request_torq,actual_torq,305_flags2,305_flags3,306_flags1,306_flags2,309_flags1,Encoder_Num,309_flags2,309_flags3,30A_flags,30C_flags,DEF,PLEX_pageNum,Power Limit,Motor_RPM,EnergyRemain,Control Syst,RPM_FL,RPM_FR,TotalVoltage,Min_cell_vol,Max_cell_vol,avg_cell_vol,mx_cell_md_t,WattH,mampsH,Min_cell_tem,Max_cell_tem,Avg_celll_te,Current [mA],Voltage [V],AMS_error,Water_temp [C],Fan,4D0_flags,IGBT_temp [C],motor_temp [C],Linear_RL_1,Linear_RL_2,Linear_RR_1,Linear_RR_2,RPM_RL,RPM_RR,Heave Linear,HeaveLinearD,Roll Linear,Roll LinearD,SteeringAngl [deg],tele_prim_in,tele_sens_in,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Temperature [C],Infrared_RR1 [C],Infrared_RR2 [C],Infrared_RR3 [C],Infrared_RR4 [C],Infrared_FL1 [C],Infrared_FL2 [C],Infrared_FL3 [C],Infrared_FL4 [C],Infrared_FR1 [C],Infrared_FR2 [C],Infrared_FR3 [C],Infrared_FR4 [C],Infrared_RL1 [C],Infrared_RL2 [C],Infrared_RL3 [C],Infrared_RL4 [C],LOG_BUTTON,ODO [km],LAP,LAP t [s],LAP dist [m],bLAP t [s],ACC Long [g],ACC Lat [g],ACC Comb [g],LOG Time [m:s],POWER [hp],TORQUE [Nm],GPS Speed [kph],GPS Long [deg],GPS Lat [deg],Bearing [deg],uFLAGS1,prevLAP t [s],ACC LONG,ACC LAT,BMS_Status,IMD_Status,BSPD_Status,AIR-_Open,AIR+_Open,AA,RTD_Status,DRS,Inv_Status,CurrLimReach,IGBT_TempLim,MotorTempLim,CurrPeakWarn,DefectivePrm,HW_Fault,SafetyCrcuit,InvertStatus,APPs_Status,Brake_Status,APP_Deviatio,Brake_Deviat,SW_BSPD,DevDisStatus,SW_BSPD_Stat,CAN_time_out,BadEncoderSg,Overvoltage,Overcurrent,Curr_measure,BallastOverl,runSgnal_EMI,RFE_Status,SupplyStatus,OutVoltLimit,Overcurr200A,BallastOvl87,MsgToDB_R2D,MsgToDB_PC,R2Dmsg_toVCU,Regen_Status,Precharge,Msg_to_DRS,Request_R2D,MsgFromECU,AA_Button,R2D_Button,Encoder_Btn,pageL_Button,pageR_Button,DRS_Button,FAN_ON,Pumps,MotorTempHgh,DevTempHgh,MotorTempLim_159,DevTempLimit,DRS_ON,SLOW_DOWN
17:08:33.700,338.15,48,53,0,0,40,37,112,12,2,1,-11600,-6782,0,0,1,1,1,0,0,1,0,0,100,4,65,1742,0,0,397,435,0,3.91,3.96,3.94,68,45,81,32,36,34,36285,563.624,0,0,0,5,37,40,27,48,32,35,420,465,0,0,8,0.82,-27,8,85,0,0,0,0,0,0,0,36,36,36,35,0,0,0,0,33,36,36,34,32,36,36,37,0,600207,0,0,0,0,0.107,-0.544,0.554,36.69,1.6315464,6.5,31.7,23.783656,38.03612,302.3,0,0,7,-55,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.720,338.33,58,62,0,0,40,37,112,12,2,1,-11600,-6782,0,0,1,1,1,0,0,1,0,0,100,4,65,1742,0,0,397,435,0,3.91,3.96,3.94,68,45,81,32,36,34,36285,563.624,0,0,0,5,37,40,27,48,32,35,420,465,0,0,8,0.82,-27,8,85,0,0,0,0,0,0,0,36,36,36,35,0,0,0,0,33,36,36,34,32,36,36,37,0,600207,0,0,0,0,0.134,-0.537,0.553,36.71,2.4473196,9.8,31.9,23.783656,38.03612,302.3,0,0,10,-54,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.740,338.51,58,62,0,0,40,37,112,12,2,1,-12200,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1742,0,0,397,435,0,3.91,3.96,3.94,68,45,81,32,36,34,44127,563.624,0,0,0,5,37,40,27,48,32,35,420,465,0,0,8,0.82,-27,2,144,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,36,35,32,36,36,37,0,600207,0,0,0,0,0.158,-0.535,0.558,36.73,3.2630928,13.1,31.9,23.783656,38.03612,302.3,0,0,13,-53,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.760,338.69,58,62,0,0,40,37,112,12,2,1,-12200,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1742,0,0,397,435,0,3.91,3.96,3.94,68,45,81,32,36,34,44127,563.624,0,0,0,5,37,40,27,48,32,35,420,465,0,0,8,0.82,-27,2,144,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,36,35,32,36,36,36,0,600207,0,0,0,0,0.177,-0.538,0.566,36.75,3.6709794,14.8,33.1,23.783656,38.03612,301.6,0,0,15,-53,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.780,338.87,58,62,0,0,40,37,112,12,2,1,-12200,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1805,0,0,427,450,0,3.91,3.96,3.94,68,45,81,32,36,34,44127,563.624,0,0,0,5,37,40,28,96,32,82,532,480,0,0,8,0.82,-27,2,144,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,36,35,32,36,36,36,0,600207,0,0,0,0,0.179,-0.541,0.57,36.77,4.4867526,18,33.1,23.783656,38.03612,301.6,0,0,17,-53,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.800,339.06,58,62,0,0,40,37,112,12,2,1,-12200,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1805,0,0,427,450,0,3.91,3.96,3.94,68,45,81,32,36,34,44127,563.624,0,0,0,5,37,40,28,96,32,82,532,480,0,0,7,0.74,-22,4,190,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,36,35,32,36,36,36,0,600207,0,0,0,0,0.178,-0.552,0.58,36.79,4.4867526,17.4,33.9,23.783656,38.03612,300.6,0,0,17,-54,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.820,339.25,64,68,0,0,40,37,112,12,2,1,-12200,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1805,0,0,427,450,0,3.91,3.96,3.94,68,45,81,32,36,34,44127,563.624,0,0,0,5,37,40,28,96,32,82,532,480,0,0,7,0.74,-22,4,190,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,36,35,32,36,36,36,0,600207,0,0,0,0,0.18,-0.54,0.569,36.81,4.4867526,17.4,34.1,23.783656,38.03612,300.6,0,0,17,-55,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.840,339.44,64,68,0,0,40,37,112,12,2,1,-12200,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1805,0,0,427,450,0,3.91,3.96,3.94,68,46,82,32,36,34,54607,561.425,0,0,0,5,37,40,28,96,32,82,532,480,0,0,7,0.74,-22,2,4,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,36,35,32,36,36,36,0,600207,0,0,0,0,0.183,-0.528,0.559,36.83,4.8946392,19,34.1,23.783656,38.03612,300.6,0,0,18,-54,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.860,339.63,64,68,0,0,40,37,112,12,2,1,-13400,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,1805,0,0,427,450,0,3.91,3.96,3.94,68,46,82,32,36,34,54607,561.425,0,0,0,5,37,40,28,96,32,82,532,480,0,0,7,0.74,-22,2,4,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,35,34,32,36,36,36,0,600207,0,0,0,0,0.213,-0.517,0.559,36.85,4.8946392,19,35.1,23.783634,38.03612,297.9,0,0,18,-52,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.880,339.82,64,68,0,0,40,37,112,12,2,1,-13400,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,2250,0,0,442,502,0,3.91,3.96,3.94,68,46,82,32,36,34,54607,561.425,0,0,0,5,37,40,29,7,33,13,547,577,0,0,7,0.74,-22,2,4,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,35,34,32,36,36,36,0,600207,0,0,0,0,0.242,-0.501,0.556,36.87,5.8463746,22.7,35.1,23.783634,38.03612,297.9,0,0,21,-51,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.900,340.02,64,68,0,0,40,37,112,12,2,1,-13400,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,2250,0,0,442,502,0,3.91,3.96,3.94,68,46,82,32,36,34,54607,561.425,0,0,0,5,37,40,29,7,33,13,547,577,0,0,7,0.6,-17,6,48,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,33,36,35,34,32,36,36,36,0,600207,0,0,0,0,0.287,-0.473,0.553,36.89,6.79811,21.2,36.3,23.783634,38.036132,297.5,0,0,24,-50,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.920,340.22,64,68,0,0,40,37,112,12,2,1,-13400,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,2250,0,0,442,502,0,3.91,3.96,3.94,68,46,82,32,36,34,54607,561.425,0,0,0,5,37,40,29,7,33,13,547,577,0,0,7,0.6,-17,6,48,0,0,0,0,0,0,0,36,36,36,34,0,0,0,0,34,37,36,35,32,36,36,36,0,600207,0,0,0,0,0.329,-0.447,0.555,36.91,8.157732,25.4,36.5,23.783634,38.036132,297.5,0,0,28,-47,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.940,340.43,58,61,0,0,40,37,112,12,2,1,-13400,-11603,0,0,1,1,1,0,0,1,0,0,100,4,65,2250,0,0,442,502,0,3.91,3.96,3.94,68,46,82,32,36,34,59598,561.425,0,0,0,5,37,40,29,7,33,13,547,577,0,0,7,0.6,-17,6,48,0,0,0,0,0,0,0,37,37,37,34,0,0,0,0,34,36,35,34,32,36,36,37,0,600207,0,0,0,0,0.348,-0.418,0.544,36.93,9.2454296,28.8,36.5,23.783634,38.036132,297.5,0,0,32,-44,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.960,340.63,58,61,0,0,40,37,112,12,2,1,-12000,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2250,0,0,442,502,0,3.91,3.96,3.94,68,46,82,32,36,34,59598,561.425,0,0,0,5,37,40,29,7,33,13,547,577,0,0,7,0.6,-17,12,103,0,0,0,0,0,0,0,37,37,37,34,0,0,0,0,34,36,35,34,32,36,36,37,0,600207,0,0,0,0,0.363,-0.4,0.54,36.95,9.7892784,30.5,37.8,23.783634,38.036132,296.3,0,0,34,-41,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:33.980,340.84,58,61,0,0,40,37,112,12,2,1,-12000,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2115,0,0,495,525,0,3.91,3.96,3.94,68,46,82,32,36,34,59598,561.425,0,0,0,5,37,40,29,7,33,13,547,577,0,0,7,0.6,-17,12,103,0,0,0,0,0,0,0,37,37,37,34,0,0,0,0,34,36,35,34,32,36,36,37,0,600207,0,0,0,0,0.376,-0.417,0.561,36.97,10.7410138,33.5,38,23.783634,38.036132,296.3,0,0,36,-40,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.000,341.06,58,61,0,0,40,37,112,12,2,1,-12000,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2115,0,0,495,525,0,3.91,3.96,3.94,68,46,82,32,36,34,59598,561.425,0,0,0,5,37,40,31,54,34,72,540,562,0,0,7,0.6,-17,6,143,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,37,36,34,32,37,36,37,0,600207,0,0,0,0,0.383,-0.433,0.578,36.99,11.2848626,37.4,38.9,23.783618,38.03614,295.7,0,0,37,-41,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.020,341.27,58,61,0,0,40,37,112,12,2,1,-12000,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2115,0,0,495,525,0,3.91,3.96,3.94,68,46,82,32,36,34,59598,561.425,0,0,0,5,37,40,31,54,34,72,540,562,0,0,7,0.6,-17,6,143,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,37,36,34,32,37,36,37,0,600207,0,0,0,0,0.394,-0.424,0.579,37.01,11.556787,38.3,39.1,23.783618,38.03614,295.7,0,0,38,-43,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.040,341.49,61,64,0,0,40,37,112,12,2,1,-12000,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2115,0,0,495,525,0,3.91,3.96,3.94,68,47,84,32,36,34,54751,560.172,0,0,0,5,37,40,31,54,34,72,540,562,0,0,7,0.6,-17,6,143,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,35,34,32,37,36,37,0,600207,0,0,0,0,0.393,-0.415,0.572,37.03,12.236598,40.6,39.1,23.783618,38.03614,295.7,0,0,39,-42,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.060,341.71,61,64,0,0,40,37,112,12,2,1,-12600,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2115,0,0,495,525,0,3.91,3.96,3.94,68,47,84,32,36,34,54751,560.172,0,0,0,5,37,40,31,54,34,72,540,562,0,0,9,0.33,-9,17,204,0,0,0,0,0,0,0,37,37,37,34,0,0,0,0,33,36,35,33,32,36,36,37,0,600207,0,0,0,0,0.392,-0.407,0.565,37.05,12.236598,40.6,40.1,23.783618,38.03614,294.8,0,0,39,-41,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.080,341.93,61,64,0,0,40,37,112,12,2,1,-12600,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2174,0,0,547,562,0,3.91,3.96,3.94,68,47,84,32,36,34,54751,560.172,0,0,0,5,37,40,31,54,34,72,540,562,0,0,9,0.33,-9,17,204,0,0,0,0,0,0,0,37,37,37,34,0,0,0,0,33,36,35,33,32,37,36,36,0,600207,0,0,0,0,0.392,-0.399,0.559,37.07,12.5085224,41.5,40.1,23.783618,38.03614,294.8,0,0,39,-40,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.100,342.16,61,64,0,0,40,37,112,12,2,1,-12600,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2174,0,0,547,562,0,3.91,3.96,3.94,68,47,84,32,36,34,54751,560.172,0,0,0,5,37,40,31,3,34,48,577,600,0,0,9,0.33,-9,3,248,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,33,36,35,34,32,37,36,36,0,600207,0,0,0,0,0.399,-0.373,0.546,37.09,12.5085224,40.4,41.1,23.783618,38.03614,294.6,0,0,39,-39,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.120,342.39,61,64,0,0,40,37,112,12,2,1,-12600,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2174,0,0,547,562,0,3.91,3.96,3.94,68,47,84,32,36,34,54751,560.172,0,0,0,5,37,40,31,3,34,48,577,600,0,0,9,0.33,-9,3,248,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,36,34,32,37,36,37,0,600207,0,0,0,0,0.405,-0.349,0.535,37.11,12.916409,41.7,41.3,23.783618,38.03614,294.6,0,0,39,-37,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.140,342.62,64,68,0,0,40,37,112,12,2,1,-12600,-13197,0,0,1,1,1,0,0,1,0,0,100,4,65,2174,0,0,547,562,0,3.91,3.96,3.94,68,47,84,32,36,34,62392,560.172,0,0,0,5,37,40,31,3,34,48,577,600,0,0,9,0.33,-9,3,248,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,36,34,32,37,36,36,0,600207,0,0,0,0,0.406,-0.337,0.528,37.13,13.1883334,42.6,41.3,23.783618,38.03614,294.6,0,0,40,-34,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.160,342.85,64,68,0,0,40,37,112,12,2,1,-13400,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2174,0,0,547,562,0,3.91,3.96,3.94,68,47,84,32,36,34,62392,560.172,0,0,0,5,37,40,31,3,34,48,577,600,0,0,8,0.26,-6,2,60,0,0,0,0,0,0,0,37,37,36,35,0,0,0,0,35,36,35,34,32,37,36,36,0,600207,0,0,0,0,0.407,-0.326,0.521,37.15,13.1883334,42.6,42.1,23.783606,38.03614,294,0,0,40,-33,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.180,343.08,64,68,0,0,40,37,112,12,2,1,-13400,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2174,0,0,547,562,0,3.91,3.96,3.94,68,47,84,32,36,34,62392,560.172,0,0,0,5,37,40,31,3,34,48,577,600,0,0,8,0.26,-6,2,60,0,0,0,0,0,0,0,37,37,36,35,0,0,0,0,34,35,35,34,32,37,36,36,0,600207,0,0,0,0,0.418,-0.305,0.517,37.17,13.4602578,43.4,42.1,23.783606,38.03614,294,0,0,40,-32,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.200,343.32,64,68,0,0,40,37,112,12,2,1,-13400,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2347,0,0,592,607,0,3.91,3.96,3.94,68,47,84,32,36,34,62392,560.172,0,0,0,5,37,40,30,37,34,43,607,622,0,0,8,0.26,-6,2,60,0,0,0,0,0,0,0,37,37,36,35,0,0,0,0,34,35,35,34,32,37,36,36,0,600207,0,0,0,0,0.429,-0.285,0.515,37.19,13.8681444,44.8,43.7,23.783606,38.03614,293.3,0,0,41,-30,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.220,343.57,64,68,0,0,40,37,112,12,2,1,-13400,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2347,0,0,592,607,0,3.91,3.96,3.94,68,47,84,32,36,34,62392,560.172,0,0,0,5,37,40,30,37,34,43,607,622,0,0,8,0.26,-6,9,98,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,36,34,32,37,36,36,0,600207,0,0,0,0,0.437,-0.275,0.516,37.21,14.5479554,43.5,43.9,23.783606,38.03614,293.3,0,0,42,-28,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.240,343.81,70,74,0,0,40,37,112,12,2,1,-13400,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2347,0,0,592,607,0,3.91,3.96,3.94,68,48,86,32,36,34,66173,560.172,0,0,0,5,37,40,30,37,34,43,607,622,0,0,8,0.26,-6,9,98,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,36,34,32,37,36,36,0,600207,0,0,0,0,0.438,-0.266,0.512,37.23,14.8198798,44.3,43.9,23.783606,38.03614,293.3,0,0,43,-27,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.260,344.06,70,74,0,0,40,37,112,12,2,1,-15000,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2347,0,0,592,607,0,3.91,3.96,3.94,68,48,86,32,36,34,66173,560.172,0,0,0,5,37,40,30,37,34,43,607,622,0,0,8,0.26,-6,10,156,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,36,34,32,36,36,36,0,600207,0,0,0,0,0.439,-0.248,0.504,37.25,14.8198798,44.3,44.9,23.783586,38.03614,292.9,0,0,43,-26,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.280,344.31,70,74,0,0,40,37,112,12,2,1,-15000,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2347,0,0,592,607,0,3.91,3.96,3.94,68,48,86,32,36,34,66173,560.172,0,0,0,5,37,40,30,37,34,43,607,622,0,0,8,0.26,-6,10,156,0,0,0,0,0,0,0,37,37,36,34,0,0,0,0,33,35,35,34,32,36,36,36,0,600207,0,0,0,0,0.451,-0.231,0.507,37.27,15.2277664,45.5,44.9,23.783586,38.03614,292.9,0,0,43,-24,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.300,344.56,70,74,0,0,40,37,112,12,2,1,-15000,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2448,0,0,607,630,0,3.91,3.96,3.94,68,48,86,32,36,34,66173,560.172,0,0,0,5,37,40,32,0,34,47,652,667,0,0,8,0.26,-6,10,156,0,0,0,0,0,0,0,37,37,36,34,0,0,0,0,33,35,35,34,32,36,36,36,0,600207,0,0,0,0,0.463,-0.224,0.514,37.29,15.9075774,47.6,45.9,23.783586,38.036144,292.9,0,0,45,-23,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.320,344.81,70,74,0,0,40,37,112,12,2,1,-15000,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2448,0,0,607,630,0,3.91,3.96,3.94,68,48,86,32,36,34,66173,560.172,0,0,0,5,37,40,32,0,34,47,652,667,0,0,7,0.87,-5,5,201,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,33,35,35,34,32,36,36,36,0,600207,0,0,0,0,0.473,-0.218,0.521,37.31,16.5873884,47.5,46.1,23.783586,38.036144,292.9,0,0,46,-22,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17:08:34.340,345.07,67,72,0,0,40,38,112,12,2,1,-15000,-13401,0,0,1,1,1,0,0,1,0,0,100,4,65,2448,0,0,607,630,0,3.91,3.96,3.94,68,48,86,32,36,34,75946,560.172,0,0,0,5,37,40,32,0,34,47,652,667,0,0,7,0.87,-5,5,201,0,0,0,0,0,0,0,36,37,36,34,0,0,0,0,34,36,36,34,32,36,36,36,0,600207,0,0,0,0,0.466,-0.235,0.522,37.33,17.4031616,49.9,46.1,23.783586,38.036144,292.9,0,0,47,-21,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
